Date,Short Name,Bid,Offer,Last,Close,High,Low,Open,Chg. Today,Vol. Today,Num. Trades,,,,,
2021-03-29,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-03-30,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-03-31,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-01,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-06,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-07,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-08,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-09,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-12,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-13,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-14,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-15,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-16,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-19,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-20,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-21,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-22,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-23,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-26,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-27,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-28,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-29,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-04-30,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-03,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-04,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-05,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,, 
2021-05-06,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-07,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-10,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-11,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-12,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-13,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-14,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-17,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-18,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-19,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-20,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-21,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-24,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-25,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-26,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-27,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-28,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-05-31,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-01,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-02,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-03,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-04,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-07,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-08,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-09,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-10,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-11,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-15,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-16,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-17,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-18,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-21,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-22,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-23,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-24,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-25,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-28,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-29,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-06-30,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-01,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-02,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-05,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-06,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-07,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-08,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-09,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-12,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-13,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-14,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-15,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-16,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-19,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-20,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-21,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-22,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-26,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-27,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-28,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-29,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-07-30,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-02,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-03,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-04,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-05,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-06,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-09,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-10,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-11,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-12,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-13,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-16,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-17,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-18,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-19,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-20,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-23,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-24,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-25,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-27,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-30,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-08-31,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-01,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-02,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-03,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-06,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-07,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-08,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-09,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-10,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-13,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-14,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-15,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-16,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
2021-09-17,SST,0,0,0,35.46,35.46,35.46,0,0,0,0,,,,,
